Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPoints
101,50048235,Cade McNamara,MICH,QB,1,WMICH,9,11,81.8,136,12.4,2,0,157.77,1,2,2,0,13.64
103,50046593,Gunner Cruz,ARZ,QB,1,BYU,34,45,75.6,336,7.5,1,1,94.31,11,-19,-1.7,0,13.54
104,50027590,Levi Lewis,LOULAF,QB,1,TX,28,40,70,282,7,1,0,98.12,6,-19,-3.2,0,13.38
105,50036717,Artur Sitkowski,ILL,QB,1,NEBR,12,15,80,124,8.3,2,0,140.69,3,4,1.3,0,13.36
106,50038279,Kaleb Eleby,WMICH,QB,1,MICH,20,37,54.1,191,5.2,1,0,77.65,8,16,2,0,13.24
107,50048943,Marcus Riley,BCOOK,QB,1,UTEP,0,0,0,0,0,0,0,0,0,0,0,0,13.2
108,50062111,Tony Muskett,MONM,QB,1,MTNST,25,39,64.1,177,4.5,1,1,72.28,5,-20,-4,1,13.08
109,50044387,Shannon Patrick,BCOOK,QB,1,UTEP,15,22,68.2,215,9.8,2,1,110.98,2,-16,-8,0,13
110,50026462,N'Kosi Perry,FLATL,QB,1,FL,19,33,57.6,261,7.9,1,0,93.12,10,-19,-1.9,0,12.54
111,50036259,Gunnar Holmberg,DUKE,QB,1,CHARLT,20,29,69,228,7.9,1,0,103.81,9,-6,-0.7,0,12.52
112,50055493,Brendon Lewis,COL,QB,1,NCOL,10,15,66.7,102,6.8,1,0,108.19,8,44,5.5,0,12.48
113,50032637,Dylan McCaffrey,NCOL,QB,1,COL,24,42,57.1,236,5.6,1,1,71.13,9,9,1,0,12.34
114,50026754,Tanner Morgan,MINNST,QB,1,OHIOST,14,25,56,205,8.2,1,0,96.25,6,0,0,0,12.2
115,50050799,Gavin Hardison,UTEP,QB,1,NMXST,11,16,68.8,249,15.6,1,1,106.25,1,1,1,0,12.06
116,50037447,Emory Jones,FL,QB,1,FLATL,17,27,63,113,4.2,1,2,53.47,10,74,7.4,0,11.92
117,50036488,Spencer Petras,IOWA,QB,1,IND,13,27,48.1,145,5.4,0,0,64.58,5,0,0,1,11.8
118,50017850,Cam Humphrey,MONT,QB,1,WASH,12,23,52.2,105,4.6,0,0,64.58,6,14,2.3,1,11.6
119,50038229,Carter Bradley,TOLEDO,QB,1,NORFST,8,12,66.7,183,15.2,1,0,137.5,4,2,0.5,0,11.52
120,50028229,Tyler Lytle,UMASS,QB,1,PITT,14,31,45.2,167,5.4,0,0,62.16,9,-13,-1.4,1,11.38
120,50060393,Doug Brumfield,UNLV,QB,1,EWASH,5,12,41.7,117,9.8,0,1,42.71,7,27,3.9,1,11.38
122,50060607,Bronson Barron,WEBST,QB,1,UTAH,21,33,63.6,213,6.5,1,1,79.48,11,6,0.5,0,11.12
123,50028046,Keytaon Thompson,VIR,QB,1,WM,0,0,0,0,0,0,0,0,4,43,10.8,0,10.9
124,50048738,Justin Miller,SUTAH,QB,1,SJST,15,29,51.7,117,4,0,0,62,0,0,0,0,10.88
125,50039939,Dorian Thompson-Robinson,UCLA,QB,1,HAWAII,10,20,50,130,6.5,1,0,87.5,3,16,5.3,0,10.8
126,50048339,Grant Wells,MARSH,QB,1,NAVY,20,30,66.7,333,11.1,0,2,76.11,6,14,2.3,0,10.72
127,50055980,Jonah Johnson,NMXST,QB,1,SDST,34,56,60.7,326,5.8,1,3,60.57,11,-5,-0.5,0,10.54
128,50045733,D'Wan Mathis,TEMPL,QB,1,RUTGER,8,25,32,148,5.9,0,1,36.75,9,6,0.7,1,10.52
129,50043911,Jaylan Adams,CITA,QB,1,COAST,1,3,33.3,-2,-0.7,0,0,42.36,16,100,6.2,0,9.92
130,50042415,Chevan Cordeiro,HAWAII,QB,1,UCLA,25,47,53.2,220,4.7,1,2,55.27,9,11,1.2,0,9.9
131,50046128,Sam Howell,NCAR,QB,1,VTECH,17,32,53.1,208,6.5,1,3,44.79,13,35,2.7,0,9.82
132,50052348,Tyler Riddell,ETNST,QB,1,VAND,13,22,59.1,135,6.1,1,0,92.05,2,4,2,0,9.8
133,50037891,Trey Lowe III,SOUMIS,QB,1,SALA,13,29,44.8,133,4.6,0,2,29.81,19,24,1.3,1,9.72
134,50057493,Stone Earle,ABCHR,QB,1,SMU,14,29,48.3,176,6.1,1,2,50.36,8,26,3.2,0,9.64
135,50048434,Kurtis Rourke,OHIO,QB,1,SYRA,21,28,75,142,5.1,0,1,70.83,6,21,3.5,0,9.58
136,50042195,Justin Sliwoski,STFPA,QB,1,EMICH,5,10,50,88,8.8,0,0,80.42,2,-1,-0.5,1,9.42
137,50040561,DJ Irons,AKRON,QB,1,AUBRN,13,13,100,129,9.9,1,0,133.65,6,2,0.3,0,9.36
138,50046582,Jayden Daniels,ARZST,QB,1,SUTAH,10,12,83.3,132,11,0,0,112.5,6,40,6.7,0,9.28
139,50042193,Nick Patti,PITT,QB,1,UMASS,5,5,100,58,11.6,0,0,115,1,9,9,1,9.22
139,50015440,Logan Bonner,UTAHST,QB,1,WASHST,17,24,70.8,143,6,1,1,82.47,3,15,5,0,9.22
141,50060340,Deuce Spann,ILL,QB,1,UTSA,0,0,0,0,0,0,0,0,0,0,0,0,9.1
142,50026050,James Blackman,ARKST,QB,1,CARK,16,26,61.5,169,6.5,0,0,80.45,7,22,3.1,0,8.96
143,50044628,Will McElvain,NIOWA,QB,1,IOWAST,21,34,61.8,230,6.8,1,2,67.03,7,-5,-0.7,0,8.7
144,50053173,Tanner McKee,STAN,QB,1,KANST,15,18,83.3,118,6.6,1,0,112.5,4,-1,-0.2,0,8.62
145,50027893,Chase Garbers,CAH,QB,1,NEVADA,25,38,65.8,177,4.7,1,1,74.12,6,-5,-0.8,0,8.58
145,50028668,Jarret Doege,WVIR,QB,1,MARY,24,40,60,277,6.9,1,2,68.44,4,-25,-6.2,0,8.58
147,50048462,Jordon Brookshire,SDST,QB,1,NMXST,6,19,31.6,76,4,0,1,23.14,7,15,2.1,1,8.54
148,50063088,Cam Ransom,GAS,QB,1,GARDWB,8,13,61.5,90,6.9,1,0,107.85,3,9,3,0,8.5
149,50012738,Nick Starkel,SJST,QB,1,USC,24,46,52.2,308,6.7,0,2,55.34,0,0,0,0,8.32
150,50000777,D'Eriq King,MIA,QB,1,ALA,23,31,74.2,178,5.7,1,2,71.71,9,10,1.1,0,8.12
151,50054054,Evan Prater,CIN,QB,1,MIAOH,0,1,0,0,0,0,1,0,4,38,9.5,1,7.8
152,50031739,Kaleb Fletcher,NWST,QB,1,NTX,13,22,59.1,134,6.1,1,1,72.92,9,4,0.4,0,7.76
153,50046436,Collin Schlee,KENTST,QB,1,TXAM,2,4,50,21,5.2,0,0,65.62,7,9,1.3,1,7.74
154,50061284,LeShane Taylor,WAG,QB,1,BUF,0,3,0,0,0,0,0,39.58,4,16,4,1,7.6
155,50036873,Chance Nolan,OREGST,QB,1,PUR,10,16,62.5,157,9.8,0,0,95.05,2,13,6.5,0,7.58
156,50036219,Jace Ruder,NTX,QB,1,NWST,10,21,47.6,131,6.2,1,2,44.05,3,23,7.7,0,7.54
157,50038679,Gerry Bohannon,BAYL,QB,1,TXST,15,24,62.5,148,6.2,0,0,79.86,4,16,4,0,7.52
157,50048086,Hayden Wolff,OLD,QB,1,WAKE,11,17,64.7,88,5.2,1,0,97.18,0,0,0,0,7.52
159,50035081,Juwan Carter,NORFST,QB,1,TOLEDO,8,18,44.4,125,6.9,1,1,63.43,5,5,1,0,7.5
160,50036422,Bryce Carpenter,COAST,QB,1,CITA,2,2,100,54,27,1,0,158.33,3,12,4,0,7.36
161,50037195,Andrew Peasley,UTAHST,QB,1,WASHST,6,12,50,76,6.3,0,0,70.14,4,43,10.8,0,7.34
162,50054459,TJ Finley,AUBRN,QB,1,AKRON,2,5,40,22,4.4,0,0,53.75,1,1,1,1,6.98
163,50036098,Ben Bryant,EMICH,QB,1,STFPA,8,10,80,126,12.6,0,0,118.75,7,18,2.6,0,6.84
163,50049250,Blaise Bentsen,HOUBAP,QB,1,NMX,27,47,57.4,196,4.2,1,2,56.69,11,-10,-0.9,0,6.84
165,50046545,Dylan Morris,WASH,QB,1,MONT,27,46,58.7,226,4.9,0,3,44.29,4,-24,-6,1,6.64
166,50052858,Jemel Jones,ARMY,QB,1,GAST,1,1,100,32,32,1,0,158.33,5,13,2.6,0,6.58
167,50002018,Zerrick Cooper,JAXST,QB,1,UAB,17,34,50,88,2.6,0,0,56.25,6,30,5,0,6.52
168,50026079,Matt McDonald,BOWLGR,QB,1,TENN,25,38,65.8,187,4.9,0,0,77.41,3,-11,-3.7,0,6.38
169,50038087,Calvin Brownholtz,UTEP,QB,1,BCOOK,0,0,0,0,0,0,0,0,2,3,1.5,1,6.3
170,50065601,Darius Wilson,WM,QB,1,VIR,9,15,60,83,5.5,0,0,75.14,6,29,4.8,0,6.22
171,50037054,Carson Baker,WKENT,QB,1,TMRT,1,1,100,54,54,1,0,158.33,0,0,0,0,6.16
172,50064664,Caleb Williams,OKL,QB,1,TULANE,0,0,0,0,0,0,0,0,1,1,1,1,6.1
173,50038873,Dylan Hopkins,UAB,QB,1,JAXST,2,2,100,51,25.5,1,0,158.33,0,0,0,0,6.04
174,50037926,Casey Thompson,TX,QB,1,LOULAF,4,5,80,41,8.2,1,0,140.42,0,0,0,0,5.64
175,50064618,J.J. McCarthy,MICH,QB,1,WMICH,4,6,66.7,80,13.3,1,0,149.31,1,-16,-16,0,5.6
175,50054771,Logan Smothers,NEBR,QB,1,FORDM,4,7,57.1,50,7.1,0,0,79.46,4,36,9,0,5.6
177,50028644,Dustin Crum,KENTST,QB,1,TXAM,12,26,46.2,89,3.4,0,2,22.76,11,60,5.5,0,5.56
177,50038784,AJ Mayer,MIAOH,QB,1,CIN,9,28,32.1,109,3.9,0,0,45.09,6,12,2,0,5.56
179,50054074,Iraken Armstead,VIR,QB,1,WM,0,1,0,0,0,0,0,39.58,5,54,10.8,0,5.4
180,50054860,Logan Fife,FREST,QB,1,UCONN,7,13,53.8,51,3.9,1,1,56.89,4,13,3.2,0,5.34
180,50060215,Rent Montie,LAFAY,QB,1,AIRF,7,11,63.6,86,7.8,1,1,80.11,2,-1,-0.5,0,5.34
182,50042869,Luke Zban,MARSH,QB,1,NAVY,1,3,33.3,30,10,1,0,111.11,0,0,0,0,5.2
183,50037928,Cameron Rising,UTAH,QB,1,WEBST,2,2,100,29,14.5,1,0,158.33,0,0,0,0,5.16
184,50037292,Jacob Sirmon,CMICH,QB,1,MISSR,23,45,51.1,295,6.6,1,2,60.88,10,-67,-6.7,0,5.1
184,50039997,Tim DeMorat,FORDM,QB,1,NEBR,17,29,58.6,165,5.7,1,3,46.55,4,5,1.2,0,5.1
186,50038157,Matt Myers,BUF,QB,1,WAG,1,3,33.3,26,8.7,1,0,105.56,1,-1,-1,0,4.94
187,50055980,Jonah Johnson,NMXST,QB,1,UTEP,8,24,33.3,82,3.4,0,0,44.1,12,16,1.3,0,4.88
188,50057734,Chandler Morris,TCU,QB,1,DUQ,1,1,100,20,20,1,0,158.33,0,0,0,0,4.8
189,50042653,Tyhier Tyler,ARMY,QB,1,GAST,1,1,100,26,26,0,0,118.75,8,36,4.5,0,4.64
190,50060230,Carson Camp,SDAK,QB,1,KAN,10,22,45.5,98,4.5,0,0,58.52,9,7,0.8,0,4.62
191,50060340,Deuce Spann,ILL,QB,1,NEBR,0,0,0,0,0,0,0,0,0,0,0,0,4.5
192,50046590,Aaron Angelos,LAFAY,QB,1,AIRF,11,17,64.7,157,9.2,0,0,94.49,4,-19,-4.8,0,4.38
193,50048449,Daniel Richardson,CMICH,QB,1,MISSR,1,1,100,6,6,1,0,131.25,0,0,0,0,4.24
193,50054104,Jeff Sims,GTECH,QB,1,NILL,3,8,37.5,21,2.6,0,0,45.83,6,34,5.7,0,4.24
195,50013474,Jarrett Guarantano,WASHST,QB,1,UTAHST,8,13,61.5,56,4.3,0,0,71.31,4,19,4.8,0,4.14
196,50062760,Jordan Moore,DUKE,QB,1,CHARLT,0,0,0,0,0,0,0,0,1,38,38,0,3.8
196,50046299,Luke McCaffrey,RICE,QB,1,ARK,5,10,50,75,7.5,0,0,75,4,8,2,0,3.8
198,50037679,Davis Brin,TULSA,QB,1,UCDV,15,28,53.6,201,7.2,0,2,46.88,5,-3,-0.6,0,3.74
199,50054494,Ken Seals,VAND,QB,1,ETNST,20,35,57.1,195,5.6,0,2,49.11,6,-1,-0.2,0,3.7
200,50041594,Brady McBride,TXST,QB,1,BAYL,20,40,50,156,3.9,1,3,37.08,2,-7,-3.5,0,3.54
201,50035584,Chase Cunningham,MTNST,QB,1,MONM,3,4,75,33,8.2,0,0,98.96,2,19,9.5,0,3.22
202,50038357,Wiley Green,RICE,QB,1,ARK,12,25,48,152,6.1,1,3,41.17,4,-9,-2.2,0,3.18
203,50041053,Jyron Russell,STFPA,QB,1,EMICH,9,20,45,99,5,0,1,39.38,8,12,1.5,0,3.16
204,50054496,Mike Wright,VAND,QB,1,ETNST,4,9,44.4,41,4.6,0,0,58.1,7,15,2.1,0,3.14
205,50067108,Jacob Rodriguez,VIR,QB,1,WM,0,0,0,0,0,0,0,0,4,31,7.8,0,3.1
206,50026081,Dennis Grosel,BOSCOL,QB,1,COLG,5,6,83.3,44,7.3,0,0,97.22,1,12,12,0,2.96
207,50054703,D.J. Uiagalelei,CLMSN,QB,1,GA,19,37,51.4,178,4.8,0,1,53.66,14,-22,-1.6,0,2.92
208,50028886,Preston Hutchinson,EMICH,QB,1,STFPA,7,12,58.3,63,5.2,0,1,37.85,8,23,2.9,0,2.82
209,50026640,Peyton Mansell,ABCHR,QB,1,SMU,1,7,14.3,37,5.3,0,1,9.52,2,33,16.5,0,2.78
210,50038632,Gunnar Watson,TROY,QB,1,SOUTH,5,5,100,69,13.8,0,0,118.75,0,0,0,0,2.76
211,50049285,Zachary Clement,NWST,QB,1,NTX,3,4,75,23,5.8,0,0,88.54,6,18,3,0,2.72
212,50031365,Stone Smartt,OLD,QB,1,WAKE,0,0,0,0,0,0,0,0,2,1,0.5,0,2.7
213,50027266,Jaalon Frazier,WAG,QB,1,BUF,7,12,58.3,79,6.6,0,0,78.13,13,-5,-0.4,0,2.66
214,50043899,Darique Hampton,CITA,QB,1,COAST,2,3,66.7,16,5.3,0,0,79.86,4,20,5,0,2.64
214,50062648,Timmy McClain,SFL,QB,1,NCST,7,13,53.8,126,9.7,0,2,47.76,4,16,4,0,2.64
