Rank,PlayerID,Name,Team,Position,Week,Opponent,Receptions,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPoints
780,50036957,Jyaire Shorter,NTX,WR,1,NWST,0,0,0,0,0,0,0,0,0,0,0,0
780,50038056,Bryson Jackson,NTX,WR,1,NWST,0,0,0,0,0,0,0,0,0,0,0,0
780,50044386,David Chapple,NTX,WR,1,NWST,0,0,0,0,0,0,0,0,0,0,0,0
780,50061007,Phillip Cole,OHIO,WR,1,SYRA,0,0,0,0,0,0,0,0,0,0,0,0
780,50063696,Troy Franklin,ORE,WR,1,FREST,0,0,0,0,0,0,0,0,0,0,0,0
780,50006184,Landon Wolf,SDKST,WR,1,COLST,0,0,0,0,0,0,0,0,0,0,0,0
780,50027907,Taariq Johnson,SJST,WR,1,SUTAH,1,0,0,0,0,0,0,0,0,0,0,0
780,50045904,Beau Barker,SMU,WR,1,ABCHR,0,0,0,0,0,0,0,0,0,0,0,0
780,50048371,Antavious Willis,SOUMIS,WR,1,SALA,0,0,0,0,0,0,0,0,0,0,0,0
780,50054931,Errol Rogers Jr.,SOUMIS,WR,1,SALA,0,0,0,0,0,0,0,0,0,0,0,0
780,50049320,Phillip Thomas,SOUTH,WR,1,TROY,0,0,0,0,0,0,0,0,0,0,0,0
780,50020813,Josh McGrigg,STFPA,WR,1,EMICH,0,0,0,0,0,0,0,0,0,0,0,0
780,50048735,Brennon Hutchings,SUTAH,WR,1,ARZST,0,0,0,0,0,0,0,0,0,0,0,0
780,50048735,Brennon Hutchings,SUTAH,WR,1,SJST,0,0,0,0,0,0,0,0,0,0,0,0
780,50065533,Jason Thomas,SUTAH,WR,1,ARZST,0,0,0,0,0,0,0,0,0,0,0,0
780,50065533,Jason Thomas,SUTAH,WR,1,SJST,0,0,0,0,0,0,0,0,0,0,0,0
780,50046186,Courtney Jackson,SYRA,WR,1,OHIO,0,0,0,0,0,1,0,0,0,0,0,0
780,50057653,Trebor Pena,SYRA,WR,1,OHIO,0,0,0,0,0,0,0,0,0,0,0,0
780,50067323,Sam Banks,TCU,WR,1,DUQ,0,0,0,0,0,0,0,0,0,0,0,0
780,50036068,Jordan Smith,TEMPL,WR,1,RUTGER,0,0,0,0,0,0,0,0,0,0,0,0
780,50045959,De'Von Fox,TEMPL,WR,1,RUTGER,0,0,0,0,0,0,0,0,0,1,1,0
780,50010894,Velus Jones Jr.,TENN,WR,1,BOWLGR,0,0,0,0,0,0,0,0,0,0,0,0
780,50059668,Zoe Roberts,TMRT,WR,1,WKENT,0,0,0,0,0,0,0,0,0,0,0,0
780,50038232,Jalynn Williams,TOLEDO,WR,1,NORFST,0,0,0,0,0,0,0,0,0,0,0,0
780,50046106,Jha'Quan Jackson,TULANE,WR,1,OKL,0,0,0,0,0,0,0,0,0,0,0,0
780,50016742,Malachi Jones,TULSA,WR,1,UCDV,0,0,0,0,0,0,0,0,0,0,0,0
780,50042097,Jalen Preston,TXAM,WR,1,KENTST,0,0,0,0,0,0,0,0,0,0,0,0
780,50048810,Casey Granfors,UCDV,WR,1,TULSA,0,0,0,0,0,0,0,0,0,0,0,0
780,50060506,Logan Loya,UCLA,WR,1,HAWAII,0,0,0,0,0,0,0,0,0,0,0,0
780,50045986,Jahkai Gill,UCONN,WR,1,HOLY,0,0,0,0,0,0,0,0,0,0,0,0
780,50068446,Jamir Roberts,UMASS,WR,1,PITT,0,0,0,0,0,0,0,0,0,0,0,0
780,50042963,Tyleek Collins,UNLV,WR,1,EWASH,0,0,0,0,0,0,0,0,0,0,0,0
780,50028235,K.D. Nixon,USC,WR,1,SJST,0,0,0,0,0,0,0,0,0,0,0,0
780,50048535,Kyrese Rowan,UTAH,WR,1,WEBST,0,0,0,0,0,0,0,0,0,0,0,0
780,50059051,Connor O'Toole,UTAH,WR,1,WEBST,0,0,0,0,0,0,0,0,0,0,0,0
780,50017950,Jordan Nathan,UTAHST,WR,1,WASHST,0,0,0,0,0,0,0,0,0,0,0,0
780,50033333,Savon Scarver,UTAHST,WR,1,WASHST,0,0,0,0,0,0,0,0,0,0,0,0
780,50038758,Sheldon Jones,UTSA,WR,1,ILL,0,0,0,0,0,0,0,0,0,0,0,0
780,50017331,Joe Schmidt,WAG,WR,1,BUF,0,0,0,0,0,0,0,0,0,0,0,0
780,50040289,Eric Castorina,WAG,WR,1,BUF,0,0,0,0,0,0,0,0,0,0,0,0
780,50048152,Lincoln Victor,WASHST,WR,1,UTAHST,0,0,0,0,0,0,0,0,0,0,0,0
780,50004250,Jack Dunn,WISC,WR,1,PENNST,0,0,0,0,0,0,0,0,0,0,0,0
780,50056181,Josh Sterns,WKENT,WR,1,TMRT,1,0,0,0,0,0,0,0,0,0,0,0
873,50042241,Josh Fleeks,BAYL,WR,1,TXST,1,-1,0,0,-1,0,0,0,0,0,0,-0.1
874,50023046,Robbie Lofton,EILL,WR,1,SC,1,-2,0,0,-2,0,0,0,0,0,0,-0.2
874,50026064,Ontaria Wilson Jr.,FLST,WR,1,ND,1,-2,0,-2,-2,0,0,0,0,0,0,-0.2
874,50007082,Jake Herslow,HOU,WR,1,TXTECH,1,-2,0,-2,-2,0,0,0,0,0,0,-0.2
874,50069650,Harleeontai Reed,LIUB,WR,1,FLINT,1,-2,0,0,-2,0,0,0,0,0,0,-0.2
874,50065189,Zarak Scruggs Jr.,NMX,WR,1,HOUBAP,1,-2,0,-2,-2,0,0,0,0,0,0,-0.2
874,50067479,Miles Cross,OHIO,WR,1,SYRA,1,-2,0,-2,-2,0,0,0,0,0,0,-0.2
874,50028806,Cameron Montgomery,RICE,WR,1,ARK,0,0,0,0,0,1,-2,-2,0,0,0,-0.2
881,50004046,Jared Sparks,LAMON,WR,1,UK,2,-3,0,1,-1.5,0,0,0,0,0,0,-0.3
881,50048238,Mike Sainristil,MICH,WR,1,WMICH,1,-3,0,-3,-3,0,0,0,0,0,0,-0.3
881,50057732,Trevon West,OKL,WR,1,TULANE,1,-3,0,-3,-3,0,0,0,0,0,0,-0.3
881,50034159,Brandon Hinton,SOUTH,WR,1,TROY,1,-3,0,0,-3,0,0,0,0,0,0,-0.3
885,50065576,RJ Jackson,CAMP,WR,1,LIBRTY,1,-4,0,0,-4,0,0,0,0,0,0,-0.4
885,50040584,Ahmad Edwards,JAXST,WR,1,UAB,1,-4,0,0,-4,0,0,0,0,0,0,-0.4
885,50041717,Brian Cobbs,MARY,WR,1,WVIR,0,0,0,0,0,1,-4,-4,0,0,0,-0.4
888,50013486,Latrell Williams,SFL,WR,1,NCST,2,-5,0,1,-2.5,0,0,0,0,0,0,-0.5
888,50068422,Jimmy Horn Jr.,SFL,WR,1,NCST,0,0,0,0,0,1,-5,-5,0,0,0,-0.5
888,50049932,Kendall Abdur-Rahman,WKENT,WR,1,TMRT,1,-5,0,-5,-5,0,0,0,0,0,0,-0.5
