Rank,PlayerID,Name,Team,Position,Week,Opponent,Receptions,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPoints
328,50004077,Jackson Anthrop,PUR,WR,1,OREGST,7,34,0,10,4.9,2,5,2.5,0,0,0,3.9
328,50061894,Tyler Kirkwood,SOUTH,WR,1,TROY,4,39,0,13,9.8,0,0,0,0,0,0,3.9
328,50037799,Anthony Queeley,SYRA,WR,1,OHIO,3,39,0,21,13,0,0,0,0,0,0,3.9
328,50058770,Dallas Daniels,WILL,WR,1,BALLST,5,39,0,10,7.8,0,0,0,0,0,0,3.9
336,50055394,George Qualls Jr.,AKRON,WR,1,AUBRN,4,38,0,11,9.5,0,0,0,0,0,0,3.8
336,50068374,Owen Glascoe,LIUB,WR,1,FLINT,2,38,0,30,19,0,0,0,0,0,0,3.8
336,50048329,Jarrin Pierce,MTNST,WR,1,MONM,4,38,0,13,9.5,0,0,0,0,0,0,3.8
336,50055979,Cole Harrity,NMXST,WR,1,SDST,5,38,0,19,7.6,0,0,0,0,0,0,3.8
336,50036533,Aron Cruickshank,RUTGER,WR,1,TEMPL,3,24,0,11,8,1,14,14,0,0,0,3.8
336,50068474,Jakarius Caston,SOUMIS,WR,1,SALA,3,38,0,18,12.7,0,0,0,0,0,0,3.8
336,50000427,Randle Jones,TEMPL,WR,1,RUTGER,1,38,0,38,38,0,0,0,0,0,0,3.8
343,50051852,Andre Johnson,ARZST,WR,1,SUTAH,2,37,0,31,18.5,0,0,0,0,0,0,3.7
343,50029385,Hamze El-Zayat,FORDM,WR,1,NEBR,4,37,0,19,9.2,0,0,0,0,0,0,3.7
343,50033159,Tarique Milton,IOWAST,WR,1,NIOWA,3,37,0,34,12.3,0,0,0,0,0,0,3.7
343,50031189,Kody Case,SDAK,WR,1,KAN,2,37,0,21,18.5,0,0,0,0,0,0,3.7
343,50046000,Cameron Ross,UCONN,WR,1,FREST,5,37,0,13,7.4,0,0,0,0,0,0,3.7
348,50046483,Ty McCullouch,COLST,WR,1,SDKST,3,36,0,20,12,0,0,0,0,0,0,3.6
348,50037485,Michael Woods II,OKL,WR,1,TULANE,4,36,0,12,9,0,0,0,0,0,0,3.6
348,50045048,Isaiah Esdale,WVIR,WR,1,MARY,3,36,0,16,12,0,0,0,0,0,0,3.6
351,50011432,Demetris Robertson,AUBRN,WR,1,AKRON,3,28,0,13,9.3,1,7,7,0,0,0,3.5
351,50046552,Trevon Clark,CAH,WR,1,NEVADA,4,35,0,13,8.8,0,0,0,0,0,0,3.5
351,50060410,Jeremiah Hunter,CAH,WR,1,NEVADA,2,35,0,28,17.5,0,0,0,0,0,0,3.5
351,50042439,Nick Mardner,HAWAII,WR,1,UCLA,3,35,0,16,11.7,0,0,0,0,0,0,3.5
351,50055207,Jordan Watkins,LOU,WR,1,MISS,4,35,0,14,8.8,0,0,0,0,0,0,3.5
351,50054919,Chance Luper,MISSR,WR,1,CMICH,3,35,0,20,11.7,0,0,0,0,0,0,3.5
351,50046506,Derek Wright,UTAHST,WR,1,WASHST,4,35,0,12,8.8,0,0,0,0,0,0,3.5
358,50029924,Tenio Ayeni,HOLY,WR,1,UCONN,2,34,0,28,17,0,0,0,0,0,0,3.4
358,50046324,Michael Brown-Stephens,MINNST,WR,1,OHIOST,2,34,0,20,17,0,0,0,0,1,1,3.4
358,50033510,Braylon Sanders,MISS,WR,1,LOU,2,34,0,28,17,0,0,0,0,0,0,3.4
358,50046313,Malik Washington,NW,WR,1,MST,3,32,0,19,10.7,1,2,2,0,0,0,3.4
358,50003928,Taysir Mack,PITT,WR,1,UMASS,3,34,0,16,11.3,0,0,0,0,0,0,3.4
358,50038066,Taye Barber,TCU,WR,1,DUQ,1,34,0,34,34,0,0,0,0,0,0,3.4
358,50032495,DeAmonte King,TOLEDO,WR,1,NORFST,2,34,0,19,17,0,0,0,0,0,0,3.4
358,50038650,Demontrez Brown,TROY,WR,1,SOUTH,2,34,0,30,17,0,0,0,0,0,0,3.4
358,50036835,Josh Johnson,TULSA,WR,1,UCDV,4,34,0,14,8.5,0,0,0,0,0,0,3.4
358,50067314,Xavier Worthy,TX,WR,1,LOULAF,1,34,0,34,34,0,0,0,0,0,0,3.4
358,50048232,Giles Jackson,WASH,WR,1,MONT,4,15,0,7,3.8,2,19,9.5,0,0,0,3.4
358,50061908,Daniel Bender,WILL,WR,1,BALLST,1,34,0,34,34,0,0,0,0,0,0,3.4
358,50046494,Isaiah Neyor,WYOM,WR,1,MONST,3,32,0,21,10.7,2,2,1,0,0,0,3.4
371,50008328,Cameron Odom,OHIO,WR,1,SYRA,2,18,0,12,9,0,0,0,0,0,0,3.32
372,50017504,Kekoa Crawford,CAH,WR,1,NEVADA,2,33,0,24,16.5,0,0,0,0,0,0,3.3
372,50063322,Kylen Austin,LIBRTY,WR,1,CAMP,1,33,0,33,33,0,0,0,0,0,0,3.3
372,50026959,Charleston Rambo,MIA,WR,1,ALA,7,33,0,9,4.7,0,0,0,0,0,0,3.3
372,50040253,Damoriea Vick,MSRST,WR,1,OKST,2,33,0,25,16.5,0,0,0,0,0,0,3.3
372,50045746,Devin Boddie Jr.,VAND,WR,1,ETNST,3,33,0,11,11,0,0,0,0,0,0,3.3
377,50037027,Yo'Heinz Tyler,BALLST,WR,1,WILL,4,32,0,14,8,0,0,0,0,0,0,3.2
377,50033308,Octavius Evans,BOISE,WR,1,UCF,4,32,0,11,8,0,0,0,0,0,0,3.2
377,50027740,Tyler Hamilton,EILL,WR,1,SC,5,32,0,12,6.4,0,0,0,0,0,0,3.2
377,50039007,Freddie Roberson,EWASH,WR,1,UNLV,6,32,0,9,5.3,0,0,0,0,0,0,3.2
377,50054464,Koy Moore,LSU,WR,1,UCLA,3,32,0,14,10.7,0,0,0,0,0,0,3.2
377,50008529,Jack Sorenson,MIAOH,WR,1,CIN,2,32,0,18,16,0,0,0,0,1,0,3.2
377,50048936,Da'Quan Felton,NORFST,WR,1,TOLEDO,2,32,0,22,16,0,0,0,0,0,0,3.2
377,50039332,Lance Lawson,SUTAH,WR,1,ARZST,1,28,0,28,28,2,4,2,0,0,0,3.2
385,50042573,Billy Bowens,BOISE,WR,1,UCF,3,31,0,13,10.3,0,0,0,0,0,0,3.1
385,50036429,Jai Williams,CAMP,WR,1,LIBRTY,2,31,0,26,15.5,0,0,0,0,0,0,3.1
385,50046245,Deon Fountain,COAST,WR,1,CITA,1,31,0,31,31,0,0,0,0,0,0,3.1
385,50029528,Willie Patterson,MONST,WR,1,WYOM,2,27,0,15,13.5,1,4,4,0,1,1,3.1
385,50038565,Dominic Gicinto,NMXST,WR,1,UTEP,2,31,0,16,15.5,0,0,0,0,0,0,3.1
385,50028734,Sam Crawford Jr.,TULSA,WR,1,UCDV,2,31,0,17,15.5,0,0,0,0,0,0,3.1
385,50038490,Cam Johnson,VAND,WR,1,ETNST,4,31,0,14,7.8,0,0,0,0,0,0,3.1
385,50061282,Naiem Simmons,WAG,WR,1,BUF,2,31,0,16,15.5,0,0,0,0,0,0,3.1
393,50028156,Zane Pope,FREST,WR,1,ORE,3,30,0,15,10,0,0,0,0,0,0,3
393,50021977,Lonnie Moore,MONM,WR,1,MTNST,6,30,0,7,5,0,0,0,0,0,0,3
393,50041672,Mychal Cooper,NAVY,WR,1,MARSH,2,30,0,22,15,0,0,0,0,0,0,3
393,50054758,Zavier Betts,NEBR,WR,1,FORDM,1,30,0,30,30,0,0,0,0,0,0,3
393,50048397,Bradley Rozner,RICE,WR,1,ARK,2,30,0,20,15,0,0,0,0,0,0,3
398,50036087,Alec Pierce,CIN,WR,1,MIAOH,2,29,0,19,14.5,0,0,0,0,0,0,2.9
398,50057364,LaJohntay Wester,FLATL,WR,1,FL,4,29,0,9,7.2,0,0,0,0,0,0,2.9
398,50036485,Tyrone Tracy Jr.,IOWA,WR,1,IND,2,15,0,9,7.5,2,14,7,0,0,0,2.9
398,50029429,Mitch Roberts,MONT,WR,1,WASH,2,29,0,21,14.5,0,0,0,0,0,0,2.9
398,50056628,Lideatrick Griffin,MSPST,WR,1,LOUTCH,2,29,0,18,14.5,0,0,0,0,0,0,2.9
398,50048521,Malikhi Miller,SJST,WR,1,USC,1,29,0,29,29,0,0,0,0,0,0,2.9
398,50031812,Jamar Washington,SOUTH,WR,1,TROY,3,31,0,20,10.3,1,-2,-2,0,0,0,2.9
398,50037815,Taj Harris,SYRA,WR,1,OHIO,6,29,0,8,4.8,0,0,0,0,0,0,2.9
406,50049392,Myles Bradley,COLG,WR,1,BOSCOL,2,17,0,9,8.5,1,11,11,0,0,0,2.8
406,50054907,Jayden Umbarger,NAVY,WR,1,MARSH,0,0,0,0,0,1,28,28,0,0,0,2.8
406,50058230,Rashod Owens,OKST,WR,1,MSRST,1,28,0,28,28,0,0,0,0,0,0,2.8
406,50016686,Britain Covey,UTAH,WR,1,WEBST,4,14,0,5,3.5,1,14,14,0,0,0,2.8
406,50004264,Kendric Pryor,WISC,WR,1,PENNST,1,11,0,11,11,2,17,8.5,0,0,0,2.8
411,50015916,Jalen Virgil,APPLST,WR,1,ECAR,2,27,0,18,13.5,0,0,0,0,0,0,2.7
411,50043559,Tyler Snead,ECAR,WR,1,APPLST,4,27,0,12,6.8,0,0,0,0,1,1,2.7
411,50043320,Jaylen Johnson,GA,WR,1,CLMSN,1,21,0,21,21,1,6,6,0,0,0,2.7
411,50007594,Jahcour Pearson,MISS,WR,1,LOU,1,27,0,27,27,0,0,0,0,0,0,2.7
411,50032509,Bryce Mitchell,TOLEDO,WR,1,NORFST,1,27,0,27,27,0,0,0,0,0,0,2.7
411,50046206,Tayvion Robinson,VTECH,WR,1,NCAR,1,2,0,2,2,2,25,12.5,0,0,0,2.7
411,50043413,Jon Christensen,WEBST,WR,1,UTAH,3,27,0,16,9,0,0,0,0,0,0,2.7
418,50037472,Slade Bolden,ALA,WR,1,MIA,3,26,0,11,8.7,0,0,0,0,0,0,2.6
418,50042678,Sean Eckert,ARMY,WR,1,GAST,1,26,0,26,26,0,0,0,0,0,0,2.6
418,50036279,Justyn Ross,CLMSN,WR,1,GA,4,26,0,12,6.5,0,0,0,0,0,0,2.6
418,50038985,Gabe Sulser,MONT,WR,1,WASH,3,26,0,17,8.7,0,0,0,0,0,0,2.6
418,50027479,Omar Manning,NEBR,WR,1,ILL,2,26,0,18,13,0,0,0,0,0,0,2.6
418,50058222,Brian Darby,OKL,WR,1,TULANE,3,26,0,12,8.7,0,0,0,0,0,0,2.6
418,50042943,Brad Dennis,SOUMIS,WR,1,SALA,3,26,0,11,8.7,0,0,0,0,0,0,2.6
418,50046691,Blair Conwright,TCU,WR,1,DUQ,2,26,0,16,13,0,0,0,0,0,0,2.6
426,50067900,JoJo Earle,ALA,WR,1,MIA,2,25,0,16,12.5,0,0,0,0,0,0,2.5
426,50036370,Kobay White,BOSCOL,WR,1,COLG,1,25,0,25,25,0,0,0,0,0,0,2.5
426,50046158,Jalon Calhoun,DUKE,WR,1,CHARLT,4,25,0,16,6.2,0,0,0,0,0,0,2.5
426,50028222,Ty Jones,FREST,WR,1,ORE,2,25,0,18,12.5,0,0,0,0,0,0,2.5
426,50063087,Jjay McAfee,GAS,WR,1,GARDWB,2,25,0,13,12.5,0,0,0,0,0,0,2.5
426,50064823,Jordan Bly,OLD,WR,1,WAKE,3,25,0,12,8.3,0,0,0,0,0,0,2.5
426,50069490,Judah Tomb,STFPA,WR,1,EMICH,2,18,0,11,9,1,7,7,0,0,0,2.5
433,50017896,Dontae Crow,CAMP,WR,1,LIBRTY,4,24,0,10,6,0,0,0,0,0,0,2.4
433,50045515,C.J. Johnson,ECAR,WR,1,APPLST,3,24,0,13,8,0,0,0,0,0,0,2.4
433,50036711,Donny Navarro III,ILL,WR,1,UTSA,3,24,0,10,8,0,0,0,0,0,0,2.4
433,50046428,Keshunn Abram,KENTST,WR,1,TXAM,3,24,0,14,8,0,0,0,0,0,0,2.4
433,50040794,TayJon Martin,LAFAY,WR,1,AIRF,1,24,0,24,24,0,0,0,0,0,0,2.4
433,50038195,Tyler Walton,OHIO,WR,1,SYRA,3,24,0,20,8,0,0,0,0,0,0,2.4
433,50048362,Demarcus Jones,SOUMIS,WR,1,SALA,3,24,0,13,8,0,0,0,0,0,0,2.4
433,50054869,Joshua Cobbs,WYOM,WR,1,MONST,1,24,0,24,24,0,0,0,0,0,0,2.4
441,50048507,David Cormier,AIRF,WR,1,LAFAY,1,23,0,23,23,0,0,0,0,0,0,2.3
441,50054891,LV Bunkley-Shelton,ARZST,WR,1,SUTAH,3,23,0,19,7.7,0,0,0,0,0,0,2.3
441,50036082,Jayshon Jackson,BALLST,WR,1,WILL,3,23,0,11,7.7,0,0,0,0,0,0,2.3
441,50046712,La'Vontae Shenault,COL,WR,1,NCOL,2,23,0,23,11.5,0,0,0,0,0,0,2.3
441,50026565,Nykeim Johnson,KENTST,WR,1,TXAM,2,16,0,11,8,1,7,7,0,0,0,2.3
441,50060218,Zack Saturn,LAFAY,WR,1,AIRF,3,23,0,9,7.7,0,0,0,0,0,0,2.3
441,50026459,Mike Harley,MIA,WR,1,ALA,3,23,0,17,7.7,0,0,0,0,0,0,2.3
441,50028313,Austin Upshaw,SMU,WR,1,ABCHR,2,23,0,14,11.5,0,0,0,0,0,0,2.3
441,50042322,Julian Ortega-Jones,TXST,WR,1,BAYL,3,23,0,15,7.7,0,0,0,0,0,0,2.3
441,50068228,Donnovan Moorer,TXST,WR,1,BAYL,1,23,0,23,23,0,0,0,0,0,0,2.3
441,50046000,Cameron Ross,UCONN,WR,1,HOLY,3,23,0,11,7.7,0,0,0,0,0,0,2.3
441,50060395,Zyell Griffin,UNLV,WR,1,EWASH,1,23,0,23,23,0,0,0,0,0,0,2.3
441,50029039,Travell Harris,WASHST,WR,1,UTAHST,5,23,0,7,4.6,0,0,0,0,0,0,2.3
454,50051879,Christian Wells,APPLST,WR,1,ECAR,2,22,0,15,11,0,0,0,0,0,0,2.2
454,50054897,Johnny Wilson,ARZST,WR,1,SUTAH,2,22,0,15,11,0,0,0,0,1,1,2.2
454,50048604,Keanu Hill,BYU,WR,1,ARZ,3,22,0,11,7.3,0,0,0,0,0,0,2.2
454,50028156,Zane Pope,FREST,WR,1,UCONN,2,22,0,13,11,0,0,0,0,0,0,2.2
454,50043514,Tauskie Dove,MISSR,WR,1,CMICH,1,22,0,22,22,0,0,0,0,0,0,2.2
454,50060403,Kris Hutson,ORE,WR,1,FREST,2,22,0,19,11,0,0,0,0,0,0,2.2
454,50054327,Savion Williams,TCU,WR,1,DUQ,2,22,0,11,11,0,0,0,0,0,0,2.2
454,50052883,Hudson Schenck,WEBST,WR,1,UTAH,1,22,0,22,22,0,0,0,0,0,0,2.2
454,50048457,Skyy Moore,WMICH,WR,1,MICH,2,22,0,22,11,0,0,0,0,0,0,2.2
463,50057773,Javon Baker,ALA,WR,1,MIA,3,21,0,10,7,0,0,0,0,0,0,2.1
463,50049113,Anthony Manaves,EILL,WR,1,SC,2,21,0,12,10.5,0,0,0,0,0,0,2.1
463,50062776,Malik McClain,FLST,WR,1,ND,1,21,0,21,21,0,0,0,0,0,0,2.1
463,50036711,Donny Navarro,ILL,WR,1,NEBR,1,21,0,21,21,0,0,0,0,1,1,2.1
463,50041760,Miles Marshall,IND,WR,1,IOWA,1,21,0,21,21,0,0,0,0,0,0,2.1
463,50036494,Nico Ragaini,IOWA,WR,1,IND,2,21,0,11,10.5,0,0,0,0,0,0,2.1
463,50038148,Javaughn Williams,KENTST,WR,1,TXAM,2,21,0,15,10.5,0,0,0,0,0,0,2.1
463,50046431,Dante Cephas,KENTST,WR,1,TXAM,3,21,0,12,7,0,0,0,0,0,0,2.1
463,50046685,Robert Downs III,NMXST,WR,1,SDST,2,21,0,14,10.5,0,0,0,0,2,0,2.1
463,50035144,Marcque Ellington,NORFST,WR,1,TOLEDO,2,21,0,15,10.5,0,0,0,0,0,0,2.1
463,50043314,Tommy Bush,NTX,WR,1,NWST,2,21,0,11,10.5,0,0,0,0,0,0,2.1
463,50048527,Jamar Simpson,SJST,WR,1,SUTAH,2,21,0,16,10.5,0,0,0,0,0,0,2.1
463,50018138,Travis O'Connor,SOUTH,WR,1,TROY,1,21,0,21,21,0,0,0,0,0,0,2.1
463,50028751,JuanCarlos Santana,TULSA,WR,1,UCDV,1,21,0,21,21,0,0,0,0,0,0,2.1
463,50025969,Cameron Hairston,UCONN,WR,1,HOLY,2,21,0,11,10.5,0,0,0,0,0,0,2.1
478,50052636,Milan Tucker,APPLST,WR,1,ECAR,1,20,0,20,20,0,0,0,0,0,0,2
478,50055970,Chris Jackson,BYU,WR,1,ARZ,2,20,0,11,10,0,0,0,0,1,0,2
478,50046320,Casey Washington,ILL,WR,1,UTSA,2,20,0,16,10,0,0,0,0,0,0,2
478,50036247,Tyler Harrell,LOU,WR,1,MISS,1,20,0,20,20,0,0,0,0,0,0,2
478,50026220,Griffin Hebert,LOUTCH,WR,1,MSPST,3,20,0,15,6.7,0,0,0,0,0,0,2
478,50043611,Jalen Nailor,MST,WR,1,NW,2,20,0,13,10,0,0,0,0,0,0,2
478,50042156,Antoine Green,NCAR,WR,1,VTECH,2,20,0,10,10,0,0,0,0,0,0,2
478,50046456,Messiah Travis,NILL,WR,1,GTECH,1,20,0,20,20,0,0,0,0,0,0,2
478,50055978,Isaiah Garcia-Castaneda,NMXST,WR,1,UTEP,2,20,0,16,10,0,0,0,0,0,0,2
478,50031950,Jalen Wayne,SALA,WR,1,SOUMIS,3,20,0,17,6.7,0,0,0,0,1,1,2
478,50068403,Todd Simmons,WAG,WR,1,BUF,1,20,0,20,20,0,0,0,0,0,0,2
478,50049253,Ben Ratzlaff,WKENT,WR,1,TMRT,1,20,0,20,20,0,0,0,0,0,0,2
478,50058443,Tyler Rose,WM,WR,1,VIR,1,20,0,20,20,0,0,0,0,0,0,2
491,50057494,Denver Holman,ABCHR,WR,1,SMU,2,19,0,11,9.5,0,0,0,0,0,0,1.9
491,50069182,Alex Spadone,ABCHR,WR,1,SMU,2,19,0,13,9.5,0,0,0,0,0,0,1.9
491,50063628,Konata Mumpfield,AKRON,WR,1,AUBRN,3,19,0,9,6.3,0,0,0,0,0,0,1.9
491,50008222,Dominic Johnson,BUF,WR,1,WAG,2,19,0,10,9.5,0,0,0,0,0,0,1.9
491,50033189,Cameron Dollar,CHARLT,WR,1,DUKE,2,19,0,11,9.5,0,0,0,0,0,0,1.9
491,50048479,Keric Wheatfall,FREST,WR,1,UCONN,3,19,0,11,6.3,0,0,0,0,0,0,1.9
491,50000478,Quayvon Skanes,GARDWB,WR,1,GAS,2,19,0,10,9.5,0,0,0,0,0,0,1.9
491,50064790,Tru Edwards,HAWAII,WR,1,PORTST,2,19,0,12,9.5,0,0,0,0,0,0,1.9
491,50048111,Jacob Bernard,LOULAF,WR,1,TX,2,19,0,16,9.5,0,0,0,0,0,0,1.9
491,50039535,Assanti Kearney,MONM,WR,1,MTNST,2,19,0,13,9.5,0,0,0,0,0,0,1.9
491,50064279,Jaden Tyler,NICHLS,WR,1,MPHS,1,19,0,19,19,0,0,0,0,0,0,1.9
491,50037621,Andre Bodison,NMXST,WR,1,SDST,2,19,0,11,9.5,0,0,0,0,0,0,1.9
491,50044899,Trey Adkins,SC,WR,1,EILL,1,19,0,19,19,0,0,0,0,0,0,1.9
491,50037061,BJ Busbee,SDST,WR,1,NMXST,2,19,0,25,9.5,0,0,0,0,0,0,1.9
491,50048745,Brandon Schenks,SUTAH,WR,1,ARZST,3,19,0,11,6.3,0,0,0,0,0,0,1.9
491,50060332,Rolinsky Saint-Cyr,UMASS,WR,1,PITT,1,19,0,19,19,0,0,0,0,0,0,1.9
491,50011671,Theo Howard,UTAH,WR,1,WEBST,1,19,0,19,19,0,0,0,0,0,0,1.9
491,50058198,Chimere Dike,WISC,WR,1,PENNST,1,9,0,9,9,1,10,10,0,0,0,1.9
509,50045722,Trent Whittemore,FL,WR,1,FLATL,1,18,0,18,18,0,0,0,0,0,0,1.8
509,50062743,Ahmari Huggins-Bruce,LOU,WR,1,MISS,2,18,0,12,9,0,0,0,0,0,0,1.8
509,50063043,Brian Thomas Jr.,LSU,WR,1,UCLA,1,18,0,18,18,0,0,0,0,0,0,1.8
509,50029413,Malik Flowers,MONT,WR,1,WASH,1,14,0,14,14,1,4,4,0,0,0,1.8
509,50039237,Jaren Mitchell,NCOL,WR,1,COL,3,18,0,9,6,0,0,0,0,0,0,1.8
509,50049290,Robbie Williams,NWST,WR,1,NTX,1,18,0,18,18,0,0,0,0,0,0,1.8
509,50057753,Jalen Brooks,SC,WR,1,EILL,1,18,0,18,18,0,0,0,0,0,0,1.8
509,50043196,Bryce Miller,SFL,WR,1,NCST,2,18,0,9,9,0,0,0,0,0,0,1.8
509,50061715,Ethan Bolingbroke,SUTAH,WR,1,SJST,2,18,0,12,9,0,0,0,0,0,0,1.8
509,50048826,Kane Everson,WM,WR,1,VIR,2,12,0,8,6,1,6,6,0,0,0,1.8
519,50057858,Davion Johnson,ABCHR,WR,1,SMU,1,16,0,16,16,1,1,1,0,0,0,1.7
519,50003580,Kameron Brown,COAST,WR,1,CITA,1,17,0,17,17,0,0,0,0,0,0,1.7
519,50040435,Spencer Gilliam,HOLY,WR,1,UCONN,3,17,0,16,5.7,0,0,0,0,0,0,1.7
519,50061870,Michael Pettway,JAXST,WR,1,UAB,2,17,0,12,8.5,0,0,0,0,0,0,1.7
519,50063034,Jack Bech,LSU,WR,1,UCLA,1,17,0,17,17,0,0,0,0,0,0,1.7
519,50036719,Eddie Lewis,MPHS,WR,1,NICHLS,1,17,0,17,17,0,0,0,0,1,0,1.7
519,50046347,Ali Jennings III,OLD,WR,1,WAKE,2,17,0,9,8.5,0,0,0,0,0,0,1.7
519,50048337,Broc Thompson,PUR,WR,1,OREGST,1,17,0,17,17,0,0,0,0,0,0,1.7
519,50054837,DeMeer Blankumsee,TOLEDO,WR,1,NORFST,1,17,0,17,17,0,0,0,0,0,0,1.7
519,50037932,Joshua Moore,TX,WR,1,LOULAF,3,17,0,7,5.7,0,0,0,0,0,0,1.7
519,50039940,Josiah Norwood,UCLA,WR,1,HAWAII,2,17,0,12,8.5,0,0,0,0,0,0,1.7
530,50063058,Ketron Jackson Jr.,ARK,WR,1,RICE,1,16,0,16,16,0,0,0,0,0,0,1.6
530,50028193,Bryan Thompson,ARZST,WR,1,SUTAH,1,16,0,16,16,0,0,0,0,0,0,1.6
530,50039121,Austin Hite,CAMP,WR,1,LIBRTY,1,16,0,16,16,0,0,0,0,0,0,1.6
530,50063736,Chase Penry,COL,WR,1,NCOL,1,16,0,16,16,0,0,0,0,0,0,1.6
530,50064790,Tru Edwards,HAWAII,WR,1,UCLA,2,16,0,8,8,0,0,0,0,0,0,1.6
530,50068380,Lemeko Mayes,LIUB,WR,1,FLINT,2,16,0,9,8,0,0,0,0,0,0,1.6
530,50045780,John Rhys Plumlee,MISS,WR,1,LOU,2,16,0,11,8,0,0,0,0,0,0,1.6
530,50049465,Carter Bell,SDAK,WR,1,KAN,2,16,0,12,8,0,0,0,0,0,0,1.6
530,50045672,Marcel Brooks,TCU,WR,1,DUQ,2,16,0,12,8,0,0,0,0,0,0,1.6
530,50068226,Ashtyn Hawkins,TXST,WR,1,BAYL,2,16,0,12,8,0,0,0,0,0,0,1.6
530,50048808,Chaz Davis,UCDV,WR,1,TULSA,1,16,0,16,16,0,0,0,0,0,0,1.6
530,50064828,Jeremiah Ballard,UTEP,WR,1,BCOOK,1,16,0,16,16,0,0,0,0,0,0,1.6
530,50045578,Taylor Morin,WAKE,WR,1,OLD,2,16,0,10,8,0,0,0,0,0,0,1.6
530,50060520,Joey Hobert,WASHST,WR,1,UTAHST,1,16,0,16,16,0,0,0,0,0,0,1.6
544,50006180,Mitchell Perkinson,CARK,WR,1,ARKST,3,15,0,10,5,0,0,0,0,0,0,1.5
544,50056964,Tyson Mobley,COAST,WR,1,CITA,1,15,0,15,15,0,0,0,0,0,0,1.5
544,50042033,Joshua Szott,COLG,WR,1,BOSCOL,2,13,0,7,6.5,1,2,2,0,0,0,1.5
544,50037450,Jacob Copeland,FL,WR,1,FLATL,1,15,0,15,15,0,0,0,0,0,0,1.5
544,50026317,Justin Marshall,LOU,WR,1,MISS,1,15,0,15,15,0,0,0,0,0,0,1.5
544,50045592,Cornelius Johnson,MICH,WR,1,WMICH,2,15,0,10,7.5,0,0,0,0,0,0,1.5
544,50028628,Jimmy Marshall,MTNST,WR,1,MONM,2,15,0,10,7.5,0,0,0,0,0,0,1.5
544,50036654,Raymond Niro III,NW,WR,1,MST,2,15,0,8,7.5,0,0,0,0,0,0,1.5
544,50027100,Braydon Johnson,OKST,WR,1,MSRST,2,2,0,3,1,1,13,13,0,0,0,1.5
544,50042548,Cedric Patterson III,RICE,WR,1,ARK,1,15,0,15,15,0,0,0,0,0,0,1.5
544,50027139,OrTre Smith,SC,WR,1,EILL,1,15,0,15,15,0,0,0,0,0,0,1.5
544,50046208,Ahmarean Brown,SC,WR,1,EILL,2,15,0,8,7.5,0,0,0,0,0,0,1.5
544,50026700,Jaevon McQuitty,SDAK,WR,1,KAN,1,15,0,15,15,0,0,0,0,0,0,1.5
544,50042998,Jermaine Braddock,SJST,WR,1,USC,2,15,0,11,7.5,0,0,0,0,0,0,1.5
544,50046585,Jordan Kerley,SMU,WR,1,ABCHR,1,15,0,15,15,0,0,0,0,0,0,1.5
544,50045890,JaVonta Payton,TENN,WR,1,BOWLGR,2,15,0,10,7.5,0,0,0,0,0,0,1.5
544,50049034,Jayvin Little,WAG,WR,1,BUF,1,15,0,15,15,0,0,0,0,0,0,1.5
561,50027984,De'Vion Warren,ARK,WR,1,RICE,2,14,0,10,7,0,0,0,0,0,0,1.4
561,50069853,Dylaan Lee,BCOOK,WR,1,UTEP,2,14,0,8,7,0,0,0,0,0,0,1.4
561,50036263,Jarett Garner,DUKE,WR,1,CHARLT,1,14,0,14,14,0,0,0,0,0,0,1.4
561,50037083,Erik Brooks,FREST,WR,1,ORE,2,14,0,7,7,0,0,0,0,0,0,1.4
561,50026065,D.J. Matthews Jr.,IND,WR,1,IOWA,3,14,0,5,4.7,0,0,0,0,0,0,1.4
561,50039071,Brody Brumm,LIBRTY,WR,1,CAMP,1,14,0,14,14,0,0,0,0,0,0,1.4
561,50068395,Brian Walker,LIUB,WR,1,FLINT,1,14,0,14,14,0,0,0,0,0,0,1.4
561,50037626,Naveon Mitchell,MSRST,WR,1,OKST,1,12,0,12,12,1,2,2,0,1,1,1.4
561,50048745,Brandon Schenks,SUTAH,WR,1,SJST,1,14,0,14,14,0,0,0,0,0,0,1.4
561,50054073,Phat Watts,TULANE,WR,1,OKL,2,14,0,9,7,0,0,0,0,0,0,1.4
561,50006562,Khris Vaughn,UCDV,WR,1,TULSA,1,14,0,14,14,0,0,0,0,0,0,1.4
572,50067471,Oran Singleton Jr.,AKRON,WR,1,AUBRN,2,13,0,7,6.5,0,0,0,0,0,0,1.3
572,50056124,Ze'Vian Capers,AUBRN,WR,1,AKRON,1,13,0,13,13,0,0,0,0,0,0,1.3
572,50013375,Jordan Jones,CIN,WR,1,MIAOH,2,13,0,9,6.5,0,0,0,0,0,0,1.3
572,50040172,Je'Quan Burton,FLATL,WR,1,FL,1,13,0,13,13,0,0,0,0,0,0,1.3
572,50046320,Casey Washington,ILL,WR,1,NEBR,2,13,0,7,6.5,0,0,0,0,0,0,1.3
572,50036499,Jeshaun Jones,MARY,WR,1,WVIR,4,13,0,7,3.2,0,0,0,0,0,0,1.3
572,50033557,Barrett Banister,MISSR,WR,1,CMICH,1,13,0,13,13,0,0,0,0,0,0,1.3
